StudentID,Gender,Age,Major,MathGrade,ScienceGrade,EnglishGrade,AttendancePercentage,StudyHoursPerWeek,OverallStatus,EnrollmentDate
STU0678,Other,21,Electrical Engineering,65.57,67.27,93.86,63.83,26.5,Pass,2020-11-08
STU0679,Male,19,Chemistry,53.74,66.65,80.64,89.97,19.6,Pass,2020-10-02
STU0680,Female,17,History,81.84,96.88,91.97,68.89,7.4,Pass,2021-03-03
STU0681,Female,21,History,78.09,53.18,84.69,83.96,5.4,Pass,2022-03-06
STU0682,Male,18,Physics,83.35,74.32,74.55,71.89,29.2,Pass,2021-09-15
STU0683,Male,19,Electrical Engineering,76.35,85.24,67.97,69.56,5.7,Pass,2020-09-03
STU0684,Other,21,Computer Science,72.67,64.54,74.53,96.74,19.8,Pass,2024-07-05
STU0685,Other,22,Biology,81.55,58.01,81.0,69.26,20.7,Pass,2021-12-20
STU0686,Female,16,English,82.5,77.01,79.99,78.54,11.3,Pass,2024-01-17
STU0687,Male,22,English,72.98,62.42,88.04,85.57,20.8,Pass,2020-10-28
STU0688,Female,22,Mechanical Engineering,92.35,51.95,75.01,80.43,20.5,Pass,2021-03-05
STU0689,Male,22,Civil Engineering,87.12,85.78,80.2,89.33,21.1,Pass,2024-05-07
STU0690,Other,20,Mechanical Engineering,79.05,73.96,80.0,89.65,5.9,Pass,2023-03-30
STU0691,Female,17,History,68.54,73.8,84.5,72.63,12.3,Pass,2020-11-19
STU0692,Male,18,English,79.49,62.69,85.03,98.19,11.8,Pass,2022-11-26
STU0693,Male,20,Electrical Engineering,78.13,69.71,77.11,63.98,18.2,Pass,2023-11-18
STU0694,Other,18,Physics,71.5,75.75,95.66,65.91,16.7,Pass,2021-05-21
STU0695,Female,19,Mechanical Engineering,79.21,63.91,80.06,97.96,11.8,Pass,2021-01-31
STU0696,Other,16,Biology,77.43,77.62,77.7,99.6,29.5,Pass,2020-01-19
STU0697,Female,21,Biology,77.8,65.21,78.12,83.36,8.4,Pass,2021-09-12
STU0698,Female,21,Physics,73.87,72.64,72.93,77.52,5.7,Pass,2021-12-01
STU0699,Other,22,Economics,67.8,66.23,74.55,95.46,18.9,Pass,2024-01-15
STU0700,Female,19,Mechanical Engineering,71.3,70.71,82.73,92.9,22.7,Pass,2022-04-13
STU0701,Other,17,Electrical Engineering,78.8,81.41,82.65,68.75,20.7,Pass,2022-09-05
STU0702,Male,22,Electrical Engineering,94.84,75.38,83.98,86.4,16.9,Pass,2022-02-09
STU0703,Male,20,Psychology,53.46,72.9,78.42,78.52,11.0,Pass,2022-04-17
STU0704,Other,21,English,90.78,82.15,87.41,79.89,10.6,Pass,2022-06-29
STU0705,Female,17,Mathematics,57.09,71.29,89.25,71.28,5.7,Pass,2022-09-12
STU0706,Female,16,Civil Engineering,91.45,66.54,90.41,83.17,18.6,Pass,2022-03-15
STU0707,Male,20,Mathematics,66.08,63.71,70.65,86.53,14.5,Pass,2023-01-01
STU0708,Other,20,Physics,83.89,63.48,71.42,65.83,20.1,Pass,2024-07-20
STU0709,Male,22,Physics,89.25,63.78,71.4,78.45,18.8,Pass,2023-07-29
STU0710,Other,17,History,73.68,62.05,84.18,77.39,14.4,Pass,2024-03-02
STU0711,Other,16,Electrical Engineering,80.51,70.35,60.58,90.77,21.3,Pass,2023-09-02
STU0712,Male,22,Chemistry,80.14,85.64,68.03,74.84,13.1,Pass,2024-08-19
STU0713,Male,22,English,83.5,91.76,76.37,96.03,26.0,Pass,2022-01-10
STU0714,Female,19,Mathematics,63.97,76.39,75.19,66.76,13.4,Pass,2023-05-28
STU0715,Female,20,Computer Science,75.92,59.47,72.47,70.93,27.7,Pass,2023-07-15
STU0716,Female,18,Mechanical Engineering,65.57,58.74,79.1,75.67,21.1,Pass,2022-10-14
STU0717,Female,21,Mechanical Engineering,86.95,60.33,73.6,79.34,18.5,Pass,2023-05-24
STU0718,Male,22,Mechanical Engineering,73.05,78.29,73.74,99.96,16.6,Pass,2020-12-15
STU0719,Female,18,History,67.31,82.94,70.64,63.94,17.3,Pass,2024-05-19
STU0720,Female,22,Chemistry,81.04,72.81,77.85,91.05,16.8,Pass,2024-05-11
STU0721,Female,18,Biology,89.13,72.44,87.37,98.55,11.7,Pass,2024-08-11
STU0722,Female,22,Economics,97.24,77.48,75.62,96.18,16.3,Pass,2023-06-28
STU0723,Female,19,Chemistry,65.65,71.42,71.39,74.16,28.3,Pass,2020-01-14
STU0724,Female,16,Mathematics,67.16,80.19,60.24,73.42,6.2,Pass,2021-04-10
STU0725,Female,18,Electrical Engineering,64.55,80.73,87.7,95.13,28.3,Pass,2020-11-10
STU0726,Male,22,Mechanical Engineering,83.11,57.94,81.27,61.21,23.5,Pass,2020-07-16
STU0727,Other,22,Biology,74.24,61.47,79.43,91.81,21.2,Pass,2022-01-09
STU0728,Other,21,Computer Science,75.16,70.38,72.73,67.58,10.5,Pass,2020-09-17
STU0729,Female,21,Computer Science,89.7,84.15,78.03,80.55,28.2,Pass,2023-05-12
STU0730,Other,20,Computer Science,77.25,68.72,91.39,83.3,23.7,Pass,2023-01-05
STU0731,Male,20,Civil Engineering,72.32,61.14,69.16,75.07,16.8,Pass,2020-09-19
STU0732,Male,16,Mechanical Engineering,62.4,83.79,79.42,81.16,11.4,Pass,2024-10-14
STU0733,Female,16,Electrical Engineering,88.09,69.24,81.63,85.95,7.4,Pass,2023-02-06
STU0734,Male,17,Mechanical Engineering,76.74,40.81,84.63,99.7,6.4,Pass,2024-10-11
STU0735,Female,20,Economics,76.11,79.0,83.08,62.65,21.8,Pass,2024-09-12
STU0736,Female,19,Economics,83.18,83.65,98.95,60.8,27.3,Pass,2021-11-15
STU0737,Female,18,Physics,69.84,71.87,90.86,72.55,8.3,Pass,2021-04-16
STU0738,Other,22,Mechanical Engineering,72.15,58.88,77.12,71.12,18.9,Pass,2022-09-16
STU0739,Female,19,Psychology,57.98,69.05,79.96,71.35,11.7,Pass,2022-06-07
STU0740,Other,22,History,77.2,86.25,82.98,64.53,9.8,Pass,2020-06-14
STU0741,Other,17,Psychology,92.65,61.63,80.99,76.93,24.8,Pass,2023-09-02
STU0742,Female,20,English,68.34,67.19,75.02,69.28,11.2,Pass,2024-02-01
STU0743,Female,17,Economics,67.99,72.29,84.33,94.93,5.8,Pass,2021-06-06
STU0744,Male,21,Civil Engineering,76.4,64.57,96.25,90.82,24.1,Pass,2023-08-03
STU0745,Female,22,Biology,92.51,63.21,88.64,99.92,29.2,Pass,2020-02-12
STU0746,Male,19,Civil Engineering,85.44,55.23,75.03,96.67,21.7,Pass,2022-09-05
STU0747,Male,18,Biology,77.88,59.26,73.63,86.96,26.3,Pass,2020-06-04
STU0748,Female,16,English,78.58,48.48,82.99,88.33,12.8,Pass,2023-07-30
STU0749,Female,19,Mathematics,75.75,74.65,74.29,66.81,8.6,Pass,2022-05-22
STU0750,Other,18,Physics,90.77,57.69,77.07,81.92,27.5,Pass,2022-12-31
STU0751,Other,22,Chemistry,65.59,64.29,82.45,97.73,9.6,Pass,2023-08-31
STU0752,Male,22,Physics,72.21,55.0,86.64,90.67,25.3,Pass,2024-01-18
STU0753,Female,20,Electrical Engineering,76.61,91.97,56.97,66.78,17.5,Pass,2021-10-23
STU0754,Other,20,History,90.81,62.29,83.99,78.66,5.6,Pass,2020-03-30
STU0755,Male,20,Civil Engineering,69.59,87.17,82.76,64.92,9.7,Pass,2023-06-02
STU0756,Other,19,Computer Science,69.54,80.17,69.12,95.91,26.3,Pass,2021-11-04
STU0757,Male,17,Civil Engineering,69.19,76.82,77.43,70.49,12.4,Pass,2022-10-29
STU0758,Other,22,Physics,78.99,50.73,87.24,84.62,12.3,Pass,2020-02-28
STU0759,Other,17,Physics,90.74,53.25,87.96,92.32,8.1,Pass,2021-06-22
STU0760,Other,18,Electrical Engineering,71.87,65.62,82.42,76.56,24.3,Pass,2023-06-08
STU0761,Other,22,English,75.67,79.75,77.07,76.17,5.5,Pass,2024-11-21
STU0762,Other,22,Computer Science,84.01,78.98,68.47,98.79,14.7,Pass,2023-05-27
STU0763,Female,20,Computer Science,71.19,71.86,83.59,96.2,25.9,Pass,2024-06-18
STU0764,Female,16,Economics,68.79,78.22,71.03,81.32,7.7,Pass,2024-03-08
STU0765,Male,18,Computer Science,79.66,62.62,83.74,88.5,21.8,Pass,2021-07-31
STU0766,Other,22,Biology,85.9,89.19,76.29,84.4,20.8,Pass,2022-04-09
STU0767,Other,22,English,66.55,67.29,77.96,86.89,17.9,Pass,2020-01-13
STU0768,Female,16,English,65.88,71.07,82.95,61.3,24.5,Pass,2023-12-07
STU0769,Other,17,Physics,53.16,73.84,80.83,62.77,18.4,Pass,2024-10-09
STU0770,Other,21,Civil Engineering,82.98,79.94,77.42,70.08,24.5,Pass,2020-05-04
STU0771,Other,18,Chemistry,90.66,63.45,78.88,97.85,22.1,Pass,2023-10-03
STU0772,Male,20,Civil Engineering,82.88,64.25,82.01,62.19,12.4,Pass,2023-05-20
STU0773,Male,17,Civil Engineering,86.31,88.18,81.76,86.03,29.4,Pass,2023-06-11
STU0774,Male,22,History,66.03,88.5,91.15,82.67,18.8,Pass,2020-08-07
STU0775,Female,16,Civil Engineering,86.13,75.85,65.15,98.6,18.5,Pass,2023-06-03
STU0776,Female,18,Civil Engineering,97.32,89.47,92.22,61.02,15.3,Pass,2024-07-30
STU0777,Female,18,English,94.64,41.3,70.43,89.39,23.1,Pass,2024-06-30
STU0778,Female,16,History,74.04,69.74,83.91,78.09,19.1,Pass,2021-09-06
STU0779,Male,18,Physics,83.37,61.8,89.02,78.23,17.3,Pass,2021-05-11
STU0780,Female,20,Psychology,60.52,79.01,82.3,85.67,26.2,Pass,2022-02-27
STU0781,Male,22,Computer Science,67.86,62.52,83.19,75.83,18.4,Pass,2022-05-23
STU0782,Other,22,English,85.05,52.34,83.98,60.81,9.1,Pass,2021-04-01
STU0783,Other,19,Biology,85.02,99.92,89.52,73.47,19.5,Pass,2020-07-30
STU0784,Other,16,Chemistry,90.29,66.73,66.6,93.36,27.2,Pass,2020-06-05
STU0785,Female,16,Computer Science,58.69,78.92,70.62,85.84,27.6,Pass,2020-01-08
STU0786,Male,19,Mathematics,86.71,60.66,71.86,97.42,10.3,Pass,2023-12-17
STU0787,Other,22,Computer Science,86.27,68.14,83.98,77.43,13.2,Pass,2021-06-18
STU0788,Other,20,Electrical Engineering,70.12,92.83,83.83,71.28,12.9,Pass,2022-05-17
STU0789,Female,17,Psychology,69.14,79.96,75.15,73.29,19.9,Pass,2021-03-01
STU0790,Female,19,Psychology,78.84,64.35,86.18,93.92,15.2,Pass,2021-08-02
STU0791,Male,22,Mathematics,86.81,70.33,71.17,90.05,23.7,Pass,2020-10-12
STU0792,Other,19,Chemistry,79.22,66.07,75.31,81.25,20.3,Pass,2024-06-27
STU0793,Male,19,English,57.3,80.06,75.63,69.6,11.5,Pass,2024-04-19
STU0794,Female,18,Biology,61.09,60.36,78.19,87.24,23.6,Pass,2022-05-25
STU0795,Other,17,Mathematics,98.74,69.82,72.45,90.29,24.5,Pass,2020-10-12
STU0796,Male,16,Computer Science,78.79,75.86,80.0,90.26,8.7,Pass,2024-02-01
STU0797,Other,21,Computer Science,76.91,73.03,83.96,69.83,14.3,Pass,2020-06-29
STU0798,Other,20,Computer Science,81.83,50.6,83.68,85.18,11.8,Pass,2024-11-02
STU0799,Female,22,History,77.93,81.12,71.61,81.52,18.6,Pass,2023-05-11
STU0800,Other,22,Chemistry,78.12,57.77,80.65,70.82,28.7,Pass,2020-02-17
STU0801,Female,18,Biology,80.64,87.17,83.87,88.78,9.4,Pass,2021-12-28
STU0802,Female,20,Biology,71.46,55.76,82.19,82.07,14.0,Pass,2023-09-03
STU0803,Female,21,Economics,87.58,72.34,80.89,97.07,27.9,Pass,2021-10-05
STU0804,Other,16,Economics,83.95,61.62,97.74,97.72,9.7,Pass,2024-07-10
STU0805,Other,18,Chemistry,82.89,75.8,83.35,81.91,14.1,Pass,2022-09-01
STU0806,Female,17,Mechanical Engineering,57.89,73.01,80.11,75.11,17.1,Pass,2023-09-10
STU0807,Male,22,Mechanical Engineering,76.33,62.45,76.99,88.29,27.5,Pass,2023-02-27
STU0808,Male,18,English,92.43,77.02,84.55,71.95,9.9,Pass,2023-01-08
STU0809,Male,22,Chemistry,94.24,72.18,91.82,76.94,17.4,Pass,2024-02-19
STU0810,Female,20,Chemistry,89.22,50.15,67.02,90.58,27.1,Pass,2021-10-24
STU0811,Female,22,History,67.03,75.24,84.29,97.85,6.3,Pass,2022-09-18
STU0812,Female,21,English,85.33,100.0,77.55,95.66,22.2,Pass,2020-09-10
STU0813,Male,20,Electrical Engineering,66.43,79.84,82.99,83.83,15.0,Pass,2023-01-07
STU0814,Female,16,Economics,62.63,78.63,95.87,85.65,11.2,Pass,2022-07-08
STU0815,Female,18,Physics,76.78,79.86,87.78,75.55,21.5,Pass,2023-10-02
STU0816,Female,16,English,68.69,62.33,88.72,87.09,11.3,Pass,2024-09-08
STU0817,Other,19,Psychology,58.64,67.05,88.79,95.2,12.9,Pass,2024-05-09
STU0818,Other,22,Mathematics,83.86,77.14,80.46,75.64,7.5,Pass,2020-08-10
STU0819,Female,19,Chemistry,81.66,58.91,74.84,74.51,8.5,Pass,2024-07-15
STU0820,Male,20,Mechanical Engineering,77.33,75.0,76.48,78.99,11.4,Pass,2022-01-22
STU0821,Male,22,Chemistry,75.21,50.94,68.75,80.96,14.5,Pass,2023-08-21
STU0822,Other,19,Mathematics,69.13,61.2,79.58,77.26,5.5,Pass,2023-04-22
STU0823,Male,18,Mathematics,76.27,80.7,68.71,89.25,12.2,Pass,2023-02-07
STU0824,Male,17,Psychology,73.21,60.83,82.67,85.54,13.0,Pass,2021-02-18
STU0825,Female,22,Physics,77.54,45.61,68.3,84.57,18.4,Fail,2022-04-27
STU0826,Other,17,Mechanical Engineering,60.06,63.63,82.45,71.95,12.7,Pass,2020-01-02
STU0827,Female,22,Biology,77.28,67.02,76.12,63.27,23.0,Pass,2021-01-04
STU0828,Male,21,Economics,78.73,63.97,75.21,98.25,14.3,Pass,2022-11-29
STU0829,Other,21,Economics,69.24,80.91,79.67,62.87,19.4,Pass,2020-10-06
STU0830,Male,22,Economics,71.12,84.78,73.1,92.88,20.1,Pass,2022-10-24
STU0831,Other,16,Chemistry,72.91,61.89,72.07,95.58,24.0,Pass,2020-11-26
STU0832,Other,18,Electrical Engineering,78.54,68.21,88.73,90.37,13.2,Pass,2024-06-08
STU0833,Other,18,Mechanical Engineering,75.81,66.73,81.57,85.03,9.1,Pass,2022-03-02
STU0834,Other,17,Economics,68.4,88.42,80.86,63.05,21.5,Pass,2022-11-08
STU0835,Male,21,Physics,77.81,63.36,72.15,65.14,19.0,Pass,2023-07-31
STU0836,Female,20,Electrical Engineering,80.57,84.76,67.68,91.61,9.3,Pass,2021-08-17
STU0837,Male,20,Mathematics,69.99,69.99,80.65,67.72,16.1,Pass,2020-09-21
STU0838,Other,16,Mechanical Engineering,81.44,85.26,92.18,73.15,24.4,Pass,2022-02-26
STU0839,Female,20,Electrical Engineering,72.29,78.45,85.89,66.11,7.0,Pass,2023-12-17
STU0840,Male,21,Mechanical Engineering,68.23,64.98,92.94,83.33,16.0,Pass,2023-02-09
STU0841,Other,18,History,87.73,63.15,70.06,69.39,20.3,Pass,2021-04-17
STU0842,Female,16,Computer Science,75.64,66.59,74.69,85.31,7.2,Pass,2022-03-14
STU0843,Other,16,Economics,88.25,47.65,65.28,68.62,6.9,Pass,2022-08-26
STU0844,Female,17,Biology,50.31,50.63,83.89,60.66,23.3,Pass,2020-11-25
STU0845,Female,22,Physics,62.02,71.93,77.71,66.86,6.1,Pass,2021-03-24
STU0846,Male,16,Computer Science,79.98,67.71,64.45,95.92,9.1,Pass,2020-10-16
STU0847,Male,18,Electrical Engineering,75.68,82.82,80.71,82.01,29.8,Pass,2020-06-17
STU0848,Female,19,History,56.08,62.17,75.31,74.11,9.4,Fail,2024-04-15
STU0849,Other,17,History,52.0,64.1,99.51,96.91,29.2,Pass,2023-12-14
STU0850,Female,21,Mechanical Engineering,90.48,69.63,77.76,63.1,24.6,Pass,2022-03-10
STU0851,Other,21,Chemistry,72.15,94.44,71.13,85.28,16.8,Pass,2024-01-14
STU0852,Other,20,History,79.41,97.33,80.42,88.64,15.4,Pass,2021-04-06
STU0853,Male,17,Psychology,77.94,66.12,86.11,75.26,22.1,Pass,2021-12-03
STU0854,Male,22,Civil Engineering,74.74,78.74,73.02,77.75,22.2,Pass,2023-07-10
STU0855,Male,17,Economics,68.87,63.43,93.6,97.45,11.7,Pass,2023-08-01
STU0856,Male,20,Economics,71.81,75.21,79.41,82.89,16.8,Pass,2023-05-13
STU0857,Other,18,Mathematics,69.11,79.58,84.54,63.36,21.6,Pass,2023-08-31
STU0858,Male,20,Biology,75.71,66.13,78.54,64.91,19.2,Pass,2022-03-04
STU0859,Female,16,Physics,74.66,77.17,79.84,72.53,29.6,Pass,2023-06-05
STU0860,Female,17,History,58.86,84.3,76.29,84.11,20.3,Pass,2020-04-21
STU0861,Other,22,Computer Science,57.92,85.95,83.98,70.71,26.5,Pass,2024-01-08
STU0862,Other,22,Computer Science,72.14,65.25,80.13,73.19,19.9,Pass,2022-06-04
STU0863,Female,16,Electrical Engineering,78.83,73.73,79.58,99.54,14.8,Pass,2024-09-11
STU0864,Male,19,History,75.56,61.53,67.4,63.97,14.7,Pass,2024-08-06
STU0865,Other,19,Physics,54.65,58.88,98.02,75.16,28.1,Pass,2020-07-24
STU0866,Female,17,Chemistry,80.19,60.84,71.53,65.43,7.7,Pass,2021-03-04
STU0867,Other,20,Chemistry,80.05,55.87,75.04,74.45,8.7,Pass,2024-10-12
STU0868,Other,21,Chemistry,76.37,61.3,82.46,90.27,28.1,Pass,2023-07-30
STU0869,Male,19,Chemistry,83.33,72.3,75.92,84.4,13.3,Pass,2023-12-23
STU0870,Female,18,Psychology,61.05,71.98,75.3,75.69,24.3,Pass,2023-08-22
STU0871,Male,16,Physics,83.33,69.31,86.0,87.87,9.1,Pass,2022-02-18
STU0872,Male,17,Electrical Engineering,93.95,93.23,75.58,77.92,10.4,Pass,2024-08-18
STU0873,Other,19,Economics,77.82,77.62,83.47,86.41,16.9,Pass,2022-09-09
STU0874,Male,16,Psychology,76.18,72.52,71.69,97.81,15.1,Pass,2022-07-17
STU0875,Female,18,Psychology,76.54,69.56,77.03,61.48,27.7,Pass,2021-12-06
STU0876,Female,16,Computer Science,87.06,82.54,83.47,79.48,24.4,Pass,2020-08-28
STU0877,Female,18,Computer Science,87.25,71.92,79.61,94.35,7.2,Pass,2021-03-02
STU0878,Other,16,Physics,74.23,71.15,82.47,63.16,9.0,Pass,2023-07-04
STU0879,Female,20,Computer Science,82.1,90.38,67.66,80.3,25.7,Pass,2023-10-03
STU0880,Male,16,Biology,86.59,82.87,77.54,87.83,17.8,Pass,2024-10-12
STU0881,Other,22,Chemistry,74.21,55.24,74.37,82.0,10.4,Pass,2022-02-27
STU0882,Female,18,Computer Science,69.22,68.7,68.58,99.98,25.0,Pass,2022-01-09
STU0883,Other,22,Mechanical Engineering,67.17,68.29,77.63,64.66,17.1,Pass,2021-05-25
STU0884,Female,22,History,93.1,63.77,68.47,65.19,17.3,Pass,2020-06-11
STU0885,Male,18,Physics,58.85,81.5,88.35,69.33,19.8,Pass,2022-10-18
STU0886,Other,22,Economics,64.71,62.38,86.63,69.33,28.8,Pass,2021-03-04
STU0887,Female,16,Mechanical Engineering,75.91,68.69,88.92,60.29,23.8,Pass,2023-08-14
STU0888,Other,16,Chemistry,77.88,56.6,75.05,80.41,20.4,Pass,2021-06-17
STU0889,Other,21,Psychology,86.89,91.76,89.5,91.34,18.5,Pass,2021-05-18
STU0890,Male,17,Psychology,75.24,73.75,93.33,81.49,5.0,Pass,2021-01-30
STU0891,Male,21,Economics,79.44,61.86,91.31,88.95,16.0,Pass,2020-04-09
STU0892,Other,16,English,72.47,73.12,75.6,63.36,25.7,Pass,2023-12-21
STU0893,Male,19,Civil Engineering,71.7,69.72,74.08,71.0,14.4,Pass,2021-03-07
STU0894,Other,22,Psychology,80.82,70.44,82.53,80.88,25.8,Pass,2020-08-21
STU0895,Other,20,Psychology,80.37,58.28,93.02,76.87,8.1,Pass,2023-02-13
STU0896,Female,18,Biology,60.73,63.21,85.23,64.9,10.4,Pass,2021-01-02
STU0897,Other,19,Mathematics,87.89,47.88,80.79,79.62,20.8,Pass,2020-12-11
STU0898,Male,17,Computer Science,79.09,66.44,87.83,88.58,17.8,Pass,2020-01-05
STU0899,Male,18,Mechanical Engineering,77.77,41.86,86.03,85.83,10.1,Pass,2024-06-11
STU0900,Other,19,Physics,69.94,61.69,83.8,96.6,26.0,Pass,2024-05-13
STU0901,Male,16,Psychology,82.79,70.62,73.82,82.04,6.5,Pass,2021-12-15
STU0902,Female,22,Mathematics,83.79,60.35,84.2,88.42,16.8,Pass,2020-02-20
STU0903,Other,17,Chemistry,74.79,80.4,75.61,97.81,28.5,Pass,2020-11-24
STU0904,Male,19,English,79.41,69.77,85.51,97.96,21.2,Pass,2020-12-23
STU0905,Male,22,Economics,74.05,79.15,79.89,85.02,11.0,Pass,2021-04-15
STU0906,Other,18,Biology,78.03,53.49,87.68,94.1,25.9,Pass,2024-07-11
STU0907,Other,20,Biology,56.34,47.58,78.39,89.66,13.6,Fail,2024-03-13
STU0908,Other,22,Physics,69.84,69.81,91.85,86.89,25.6,Pass,2020-10-24
STU0909,Other,19,Biology,75.09,56.96,69.61,70.42,7.4,Pass,2024-03-03
STU0910,Male,19,Physics,70.94,81.51,89.5,67.64,26.8,Pass,2024-11-08
STU0911,Male,17,Computer Science,100.0,63.03,75.73,68.33,10.1,Pass,2023-10-03
STU0912,Female,18,Chemistry,74.45,66.75,60.17,78.4,17.9,Pass,2021-03-20
STU0913,Other,22,Computer Science,61.58,54.82,95.88,84.97,18.2,Pass,2023-06-28
STU0914,Other,21,Civil Engineering,62.65,52.76,75.77,82.35,7.0,Pass,2024-05-06
STU0915,Other,16,Chemistry,81.97,77.58,75.27,85.96,12.9,Pass,2021-11-13
STU0916,Male,18,Computer Science,63.83,73.8,86.63,82.05,13.6,Pass,2022-05-31
STU0917,Female,22,Civil Engineering,70.25,73.12,85.13,62.65,11.6,Pass,2022-10-25
STU0918,Male,22,Civil Engineering,80.13,77.3,81.65,61.4,14.1,Pass,2024-05-24
STU0919,Female,16,Electrical Engineering,74.61,86.52,93.88,89.79,5.6,Pass,2020-06-03
STU0920,Female,18,Economics,80.23,100.0,76.76,77.99,28.1,Pass,2021-07-06
STU0921,Other,17,Mechanical Engineering,62.29,72.29,88.46,84.68,29.6,Pass,2023-05-14
STU0922,Female,21,Economics,61.08,78.39,63.07,81.01,11.1,Pass,2024-06-24
STU0923,Male,20,Civil Engineering,67.12,68.34,82.92,60.82,10.9,Pass,2024-04-01
STU0924,Other,20,Chemistry,75.72,77.19,82.89,86.75,6.8,Pass,2023-06-16
STU0925,Female,16,English,85.77,77.93,92.68,71.29,12.6,Pass,2021-02-04
STU0926,Female,16,Mechanical Engineering,83.11,47.6,94.46,95.93,9.3,Pass,2023-09-02
STU0927,Female,18,Chemistry,59.09,66.46,86.2,84.66,25.2,Pass,2022-06-22
STU0928,Male,20,English,71.52,69.03,78.0,82.61,8.1,Pass,2022-10-16
STU0929,Female,18,Physics,72.7,58.37,67.16,84.62,27.8,Pass,2023-06-20
STU0930,Other,22,History,92.87,61.55,75.18,99.69,6.6,Pass,2023-12-26
STU0931,Male,20,Psychology,66.81,71.17,74.48,88.17,13.3,Pass,2022-02-13
STU0932,Other,18,Biology,87.25,61.74,84.12,66.44,29.3,Pass,2022-07-20
STU0933,Other,18,Mechanical Engineering,80.01,76.95,88.27,65.74,7.8,Pass,2020-11-05
STU0934,Female,18,Chemistry,62.48,55.05,81.42,60.83,16.4,Pass,2020-01-20
STU0935,Other,16,Chemistry,82.0,56.52,85.86,93.26,15.2,Pass,2024-08-30
STU0936,Male,17,Biology,64.11,62.63,77.42,75.82,24.9,Pass,2021-02-13
STU0937,Male,18,English,69.69,80.07,83.85,64.54,14.5,Pass,2021-01-20
STU0938,Female,16,Economics,86.52,56.42,86.03,67.43,19.1,Pass,2024-07-27
STU0939,Other,17,English,69.65,86.13,85.16,98.31,11.9,Pass,2020-12-05
STU0940,Female,21,Mathematics,64.69,73.68,88.33,78.18,8.5,Pass,2021-03-29
STU0941,Other,19,Electrical Engineering,71.0,64.15,87.59,88.02,17.0,Pass,2024-12-10
STU0942,Other,21,Electrical Engineering,78.65,62.17,84.05,84.9,12.7,Pass,2023-08-16
STU0943,Male,18,Chemistry,76.33,76.07,64.32,88.21,19.1,Pass,2023-12-23
STU0944,Other,22,Electrical Engineering,67.51,65.37,96.12,93.94,6.1,Pass,2021-12-23
STU0945,Male,18,Psychology,82.71,86.46,84.04,69.55,14.5,Pass,2022-02-20
STU0946,Other,17,Mathematics,75.51,69.75,90.29,60.06,15.1,Pass,2020-01-09
STU0947,Female,20,Psychology,65.54,73.14,82.23,60.69,17.4,Pass,2023-05-26
STU0948,Other,19,Civil Engineering,59.13,44.98,82.53,83.92,28.2,Fail,2022-03-18
STU0949,Other,19,Civil Engineering,77.84,54.1,75.31,90.36,17.0,Pass,2022-04-02
STU0950,Other,18,Electrical Engineering,71.57,68.71,70.55,78.34,21.1,Pass,2024-05-02
STU0951,Female,19,Economics,55.47,86.65,82.83,61.12,27.5,Pass,2022-10-28
STU0952,Male,18,Biology,71.59,70.87,70.91,88.63,12.5,Pass,2020-08-12
STU0953,Other,22,Mechanical Engineering,71.49,66.16,74.87,76.1,12.6,Pass,2020-11-11
STU0954,Female,22,Electrical Engineering,89.76,60.62,73.96,68.43,6.7,Pass,2022-12-09
STU0955,Male,18,English,75.87,60.17,89.44,63.52,7.7,Pass,2020-08-11
STU0956,Male,22,English,68.88,69.18,83.94,91.38,10.6,Pass,2024-09-23
STU0957,Male,21,Electrical Engineering,89.91,72.32,75.51,89.17,6.4,Pass,2021-08-11
STU0958,Male,17,Economics,67.49,72.58,83.04,64.66,29.2,Pass,2024-09-20
STU0959,Female,20,Physics,93.83,59.17,85.88,88.54,25.0,Pass,2022-02-21
STU0960,Male,20,History,82.47,65.03,88.57,73.41,14.2,Pass,2022-08-13
STU0961,Other,19,Biology,79.99,81.59,94.19,88.71,5.2,Pass,2020-08-14
STU0962,Male,17,History,84.74,64.43,75.34,71.58,20.7,Pass,2023-04-25
STU0963,Other,20,Mathematics,72.21,69.1,80.39,65.29,25.2,Pass,2021-02-11
STU0964,Female,16,Biology,85.84,81.03,77.28,90.03,5.5,Pass,2024-11-24
STU0965,Female,18,Mechanical Engineering,100.0,60.11,87.67,95.98,16.9,Pass,2020-02-12
STU0966,Other,17,History,83.38,56.55,85.33,77.15,27.1,Pass,2021-11-22
STU0967,Other,20,Mechanical Engineering,74.93,81.75,78.72,62.96,24.5,Pass,2022-04-07
STU0968,Female,17,Electrical Engineering,68.79,68.61,81.12,69.93,14.8,Pass,2020-10-30
STU0969,Male,21,History,81.38,63.61,75.47,60.13,23.3,Pass,2024-10-08
STU0970,Female,20,History,60.67,69.49,63.73,98.58,12.0,Pass,2024-10-14
STU0971,Other,21,Economics,75.32,63.35,93.11,77.34,18.3,Pass,2022-03-02
STU0972,Male,17,Computer Science,83.43,65.45,75.71,70.01,22.1,Pass,2021-12-28
STU0973,Other,18,Psychology,66.68,69.63,72.17,92.12,29.8,Pass,2023-06-26
STU0974,Male,21,Civil Engineering,67.06,86.44,80.48,95.92,25.2,Pass,2024-12-30
STU0975,Female,18,Chemistry,66.36,71.46,83.98,98.31,12.6,Pass,2023-01-01
STU0976,Female,18,Mathematics,55.72,87.02,74.6,68.4,26.1,Pass,2020-07-14
